annotation_id,annotator,is_control_task,mixed_set,mixed_topics,mixed_words,quartile,sentiment,similarity,topic1_words,topic2_words,task_id,task_type,model
71294290,annotator_0,False,computing<br><b>pancomputationalism</b><br><b>hypercomputation</b><br>computer<br><b>digital</b><br><b>computation</b><br>turing<br>machine,[15],"['turing', 'machine', 'computer', 'computing', 'digital', 'computation', 'pancomputationalism', 'hypercomputation']",-1,1,1.0,"['turing', 'machine', 'computer', 'computing']","['digital', 'computation', 'pancomputationalism', 'hypercomputation']",task_374,single,
71271974,annotator_3,False,computing<br><b>pancomputationalism</b><br><b>hypercomputation</b><br>computer<br><b>digital</b><br><b>computation</b><br>turing<br>machine,[15],"['turing', 'machine', 'computer', 'computing', 'digital', 'computation', 'pancomputationalism', 'hypercomputation']",-1,1,1.0,"['turing', 'machine', 'computer', 'computing']","['digital', 'computation', 'pancomputationalism', 'hypercomputation']",task_374,single,
73029171,annotator_1,False,morality<br><b>ethic</b><br>emotion<br><b>judgment</b><br><b>ethical</b><br><b>emotional</b><br>morally<br>moral,[40],"['moral', 'emotion', 'morality', 'morally', 'ethic', 'judgment', 'ethical', 'emotional']",-1,1,1.0,"['moral', 'emotion', 'morality', 'morally']","['ethic', 'judgment', 'ethical', 'emotional']",task_142,single,
71295461,annotator_0,False,morality<br><b>ethic</b><br>emotion<br><b>judgment</b><br><b>ethical</b><br><b>emotional</b><br>morally<br>moral,[40],"['moral', 'emotion', 'morality', 'morally', 'ethic', 'judgment', 'ethical', 'emotional']",-1,1,1.0,"['moral', 'emotion', 'morality', 'morally']","['ethic', 'judgment', 'ethical', 'emotional']",task_142,single,
71271720,annotator_3,False,morality<br><b>ethic</b><br>emotion<br><b>judgment</b><br><b>ethical</b><br><b>emotional</b><br>morally<br>moral,[40],"['moral', 'emotion', 'morality', 'morally', 'ethic', 'judgment', 'ethical', 'emotional']",-1,1,1.0,"['moral', 'emotion', 'morality', 'morally']","['ethic', 'judgment', 'ethical', 'emotional']",task_142,single,
73028587,annotator_1,False,<b>scientific</b><br>science<br>kuhn<br><b>popper</b><br><b>theory</b><br>change<br><b>problem</b><br>scientist,[13],"['theory', 'scientific', 'problem', 'popper', 'science', 'kuhn', 'scientist', 'change']",-1,1,1.0,"['theory', 'scientific', 'problem', 'popper']","['science', 'kuhn', 'scientist', 'change']",task_284,single,
71296067,annotator_0,False,<b>scientific</b><br>science<br>kuhn<br><b>popper</b><br><b>theory</b><br>change<br><b>problem</b><br>scientist,[13],"['theory', 'scientific', 'problem', 'popper', 'science', 'kuhn', 'scientist', 'change']",-1,1,1.0,"['theory', 'scientific', 'problem', 'popper']","['science', 'kuhn', 'scientist', 'change']",task_284,single,
71271647,annotator_3,False,<b>scientific</b><br>science<br>kuhn<br><b>popper</b><br><b>theory</b><br>change<br><b>problem</b><br>scientist,[13],"['theory', 'scientific', 'problem', 'popper', 'science', 'kuhn', 'scientist', 'change']",-1,1,1.0,"['theory', 'scientific', 'problem', 'popper']","['science', 'kuhn', 'scientist', 'change']",task_284,single,
73028967,annotator_1,False,object<br><b>supervenience</b><br><b>physical</b><br>physicalism<br><b>property</b><br><b>mental</b><br>relation<br>disposition,[17],"['property', 'supervenience', 'mental', 'physical', 'object', 'disposition', 'relation', 'physicalism']",-1,1,1.0,"['property', 'supervenience', 'mental', 'physical']","['object', 'disposition', 'relation', 'physicalism']",task_453,single,
71273259,annotator_0,False,object<br><b>supervenience</b><br><b>physical</b><br>physicalism<br><b>property</b><br><b>mental</b><br>relation<br>disposition,[17],"['property', 'supervenience', 'mental', 'physical', 'object', 'disposition', 'relation', 'physicalism']",-1,1,1.0,"['property', 'supervenience', 'mental', 'physical']","['object', 'disposition', 'relation', 'physicalism']",task_453,single,
71271958,annotator_3,False,object<br><b>supervenience</b><br><b>physical</b><br>physicalism<br><b>property</b><br><b>mental</b><br>relation<br>disposition,[17],"['property', 'supervenience', 'mental', 'physical', 'object', 'disposition', 'relation', 'physicalism']",-1,1,1.0,"['property', 'supervenience', 'mental', 'physical']","['object', 'disposition', 'relation', 'physicalism']",task_453,single,
73028939,annotator_1,False,<b>observable</b><br>unobservables<br><b>empiricist</b><br>unobservable<br><b>van</b><br>fraassen<br><b>alspector</b><br>observability,[37],"['fraassen', 'unobservables', 'unobservable', 'observability', 'observable', 'alspector', 'empiricist', 'van']",-1,1,1.0,"['fraassen', 'unobservables', 'unobservable', 'observability']","['observable', 'alspector', 'empiricist', 'van']",task_363,single,
71294532,annotator_0,False,<b>observable</b><br>unobservables<br><b>empiricist</b><br>unobservable<br><b>van</b><br>fraassen<br><b>alspector</b><br>observability,[37],"['fraassen', 'unobservables', 'unobservable', 'observability', 'observable', 'alspector', 'empiricist', 'van']",-1,1,1.0,"['fraassen', 'unobservables', 'unobservable', 'observability']","['observable', 'alspector', 'empiricist', 'van']",task_363,single,
71271767,annotator_3,False,<b>observable</b><br>unobservables<br><b>empiricist</b><br>unobservable<br><b>van</b><br>fraassen<br><b>alspector</b><br>observability,[37],"['fraassen', 'unobservables', 'unobservable', 'observability', 'observable', 'alspector', 'empiricist', 'van']",-1,1,1.0,"['fraassen', 'unobservables', 'unobservable', 'observability']","['observable', 'alspector', 'empiricist', 'van']",task_363,single,
73028615,annotator_1,False,<b>target</b><br><b>model</b><br><b>simulation</b><br>mechanism<br>representation<br><b>climate</b><br>system<br>cognitive,"[6, 49]","['model', 'simulation', 'target', 'climate', 'cognitive', 'mechanism', 'system', 'representation']",0,1,0.7135634422302246,"['model', 'simulation', 'target', 'climate']","['cognitive', 'mechanism', 'system', 'representation']",task_443,mix_6_49_closest,
71294516,annotator_0,False,<b>target</b><br><b>model</b><br><b>simulation</b><br>mechanism<br>representation<br><b>climate</b><br>system<br>cognitive,"[6, 49]","['model', 'simulation', 'target', 'climate', 'cognitive', 'mechanism', 'system', 'representation']",0,1,0.7135634422302246,"['model', 'simulation', 'target', 'climate']","['cognitive', 'mechanism', 'system', 'representation']",task_443,mix_6_49_closest,
71271955,annotator_3,False,<b>target</b><br><b>model</b><br><b>simulation</b><br>mechanism<br>representation<br><b>climate</b><br>system<br>cognitive,"[6, 49]","['model', 'simulation', 'target', 'climate', 'cognitive', 'mechanism', 'system', 'representation']",0,2,0.7135634422302246,"['model', 'simulation', 'target', 'climate']","['cognitive', 'mechanism', 'system', 'representation']",task_443,mix_6_49_closest,
73028935,annotator_1,False,geometry<br>space<br><b>metric</b><br><b>poincare</b><br><b>reichenbach</b><br><b>euclid</b><br>euclidean<br>geometrical,[8],"['geometry', 'euclidean', 'space', 'geometrical', 'poincare', 'metric', 'reichenbach', 'euclid']",-1,1,1.0,"['geometry', 'euclidean', 'space', 'geometrical']","['poincare', 'metric', 'reichenbach', 'euclid']",task_136,single,
71295393,annotator_0,False,geometry<br>space<br><b>metric</b><br><b>poincare</b><br><b>reichenbach</b><br><b>euclid</b><br>euclidean<br>geometrical,[8],"['geometry', 'euclidean', 'space', 'geometrical', 'poincare', 'metric', 'reichenbach', 'euclid']",-1,1,1.0,"['geometry', 'euclidean', 'space', 'geometrical']","['poincare', 'metric', 'reichenbach', 'euclid']",task_136,single,
71271783,annotator_3,False,geometry<br>space<br><b>metric</b><br><b>poincare</b><br><b>reichenbach</b><br><b>euclid</b><br>euclidean<br>geometrical,[8],"['geometry', 'euclidean', 'space', 'geometrical', 'poincare', 'metric', 'reichenbach', 'euclid']",-1,1,1.0,"['geometry', 'euclidean', 'space', 'geometrical']","['poincare', 'metric', 'reichenbach', 'euclid']",task_136,single,
73029158,annotator_1,False,<b>formula</b><br><b>contraction</b><br>belief<br><b>set</b><br>agent<br>model<br><b>state</b><br>revision,[20],"['belief', 'agent', 'revision', 'model', 'set', 'state', 'contraction', 'formula']",-1,2,1.0,"['belief', 'agent', 'revision', 'model']","['set', 'state', 'contraction', 'formula']",task_167,single,
71295991,annotator_0,False,<b>formula</b><br><b>contraction</b><br>belief<br><b>set</b><br>agent<br>model<br><b>state</b><br>revision,[20],"['belief', 'agent', 'revision', 'model', 'set', 'state', 'contraction', 'formula']",-1,1,1.0,"['belief', 'agent', 'revision', 'model']","['set', 'state', 'contraction', 'formula']",task_167,single,
71271656,annotator_3,False,<b>formula</b><br><b>contraction</b><br>belief<br><b>set</b><br>agent<br>model<br><b>state</b><br>revision,[20],"['belief', 'agent', 'revision', 'model', 'set', 'state', 'contraction', 'formula']",-1,2,1.0,"['belief', 'agent', 'revision', 'model']","['set', 'state', 'contraction', 'formula']",task_167,single,
73029240,annotator_1,False,<b>argument</b><br><b>claim</b><br>rule<br><b>argue</b><br>conclusion<br>inference<br><b>view</b><br>premise,"[16, 43]","['claim', 'argument', 'view', 'argue', 'premise', 'rule', 'inference', 'conclusion']",0,1,0.7990492582321167,"['claim', 'argument', 'view', 'argue']","['premise', 'rule', 'inference', 'conclusion']",task_268,mix_16_43_closest,
71294469,annotator_0,False,<b>argument</b><br><b>claim</b><br>rule<br><b>argue</b><br>conclusion<br>inference<br><b>view</b><br>premise,"[16, 43]","['claim', 'argument', 'view', 'argue', 'premise', 'rule', 'inference', 'conclusion']",0,1,0.7990492582321167,"['claim', 'argument', 'view', 'argue']","['premise', 'rule', 'inference', 'conclusion']",task_268,mix_16_43_closest,
71271616,annotator_3,False,<b>argument</b><br><b>claim</b><br>rule<br><b>argue</b><br>conclusion<br>inference<br><b>view</b><br>premise,"[16, 43]","['claim', 'argument', 'view', 'argue', 'premise', 'rule', 'inference', 'conclusion']",0,1,0.7990492582321167,"['claim', 'argument', 'view', 'argue']","['premise', 'rule', 'inference', 'conclusion']",task_268,mix_16_43_closest,
73029056,annotator_1,False,<b>reasoning</b><br><b>induction</b><br>inference<br>conclusion<br>argument<br><b>inductive</b><br><b>premise</b><br>rule,[43],"['argument', 'rule', 'inference', 'conclusion', 'premise', 'inductive', 'reasoning', 'induction']",-1,1,1.0,"['argument', 'rule', 'inference', 'conclusion']","['premise', 'inductive', 'reasoning', 'induction']",task_283,single,
71295336,annotator_0,False,<b>reasoning</b><br><b>induction</b><br>inference<br>conclusion<br>argument<br><b>inductive</b><br><b>premise</b><br>rule,[43],"['argument', 'rule', 'inference', 'conclusion', 'premise', 'inductive', 'reasoning', 'induction']",-1,1,1.0,"['argument', 'rule', 'inference', 'conclusion']","['premise', 'inductive', 'reasoning', 'induction']",task_283,single,
71271924,annotator_3,False,<b>reasoning</b><br><b>induction</b><br>inference<br>conclusion<br>argument<br><b>inductive</b><br><b>premise</b><br>rule,[43],"['argument', 'rule', 'inference', 'conclusion', 'premise', 'inductive', 'reasoning', 'induction']",-1,1,1.0,"['argument', 'rule', 'inference', 'conclusion']","['premise', 'inductive', 'reasoning', 'induction']",task_283,single,
73028957,annotator_1,False,machine<br><b>information</b><br><b>representation</b><br><b>content</b><br>mechanism<br>system<br>cognitive<br><b>function</b>,"[19, 31]","['mechanism', 'cognitive', 'system', 'machine', 'information', 'function', 'representation', 'content']",0,1,0.7135417461395264,"['mechanism', 'cognitive', 'system', 'machine']","['information', 'function', 'representation', 'content']",task_303,mix_19_31_closest,
71296047,annotator_0,False,machine<br><b>information</b><br><b>representation</b><br><b>content</b><br>mechanism<br>system<br>cognitive<br><b>function</b>,"[19, 31]","['mechanism', 'cognitive', 'system', 'machine', 'information', 'function', 'representation', 'content']",0,1,0.7135417461395264,"['mechanism', 'cognitive', 'system', 'machine']","['information', 'function', 'representation', 'content']",task_303,mix_19_31_closest,
71271681,annotator_3,False,machine<br><b>information</b><br><b>representation</b><br><b>content</b><br>mechanism<br>system<br>cognitive<br><b>function</b>,"[19, 31]","['mechanism', 'cognitive', 'system', 'machine', 'information', 'function', 'representation', 'content']",0,1,0.7135417461395264,"['mechanism', 'cognitive', 'system', 'machine']","['information', 'function', 'representation', 'content']",task_303,mix_19_31_closest,
73028937,annotator_1,False,<b>social</b><br><b>scientist</b><br><b>science</b><br>laudan<br>kuhn<br>scientific<br>popper<br><b>research</b>,"[23, 20]","['social', 'science', 'research', 'scientist', 'kuhn', 'popper', 'scientific', 'laudan']",0,1,0.7403331398963928,"['social', 'science', 'research', 'scientist']","['kuhn', 'popper', 'scientific', 'laudan']",task_21,mix_23_20_closest,
71295518,annotator_0,False,<b>social</b><br><b>scientist</b><br><b>science</b><br>laudan<br>kuhn<br>scientific<br>popper<br><b>research</b>,"[23, 20]","['social', 'science', 'research', 'scientist', 'kuhn', 'popper', 'scientific', 'laudan']",0,1,0.7403331398963928,"['social', 'science', 'research', 'scientist']","['kuhn', 'popper', 'scientific', 'laudan']",task_21,mix_23_20_closest,
71271959,annotator_3,False,<b>social</b><br><b>scientist</b><br><b>science</b><br>laudan<br>kuhn<br>scientific<br>popper<br><b>research</b>,"[23, 20]","['social', 'science', 'research', 'scientist', 'kuhn', 'popper', 'scientific', 'laudan']",0,1,0.7403331398963928,"['social', 'science', 'research', 'scientist']","['kuhn', 'popper', 'scientific', 'laudan']",task_21,mix_23_20_closest,
73028612,annotator_1,False,<b>cognitive</b><br>object<br>representation<br><b>mental</b><br><b>experience</b><br>perception<br><b>state</b><br>content,[13],"['experience', 'cognitive', 'state', 'mental', 'object', 'representation', 'content', 'perception']",-1,1,1.0,"['experience', 'cognitive', 'state', 'mental']","['object', 'representation', 'content', 'perception']",task_247,single,
71294445,annotator_0,False,<b>cognitive</b><br>object<br>representation<br><b>mental</b><br><b>experience</b><br>perception<br><b>state</b><br>content,[13],"['experience', 'cognitive', 'state', 'mental', 'object', 'representation', 'content', 'perception']",-1,1,1.0,"['experience', 'cognitive', 'state', 'mental']","['object', 'representation', 'content', 'perception']",task_247,single,
71271714,annotator_3,False,<b>cognitive</b><br>object<br>representation<br><b>mental</b><br><b>experience</b><br>perception<br><b>state</b><br>content,[13],"['experience', 'cognitive', 'state', 'mental', 'object', 'representation', 'content', 'perception']",-1,1,1.0,"['experience', 'cognitive', 'state', 'mental']","['object', 'representation', 'content', 'perception']",task_247,single,
73029774,annotator_1,False,judea<br><b>probability</b><br>spirtes<br><b>bayesian</b><br><b>bayesians</b><br>intervention<br><b>bayes</b><br>scheines,"[0, 16]","['bayesians', 'probability', 'bayes', 'bayesian', 'spirtes', 'intervention', 'scheines', 'judea']",0,2,0.7733420133590698,"['bayesians', 'probability', 'bayes', 'bayesian']","['spirtes', 'intervention', 'scheines', 'judea']",task_344,mix_0_16_closest,
71273278,annotator_0,False,judea<br><b>probability</b><br>spirtes<br><b>bayesian</b><br><b>bayesians</b><br>intervention<br><b>bayes</b><br>scheines,"[0, 16]","['bayesians', 'probability', 'bayes', 'bayesian', 'spirtes', 'intervention', 'scheines', 'judea']",0,1,0.7733420133590698,"['bayesians', 'probability', 'bayes', 'bayesian']","['spirtes', 'intervention', 'scheines', 'judea']",task_344,mix_0_16_closest,
71271821,annotator_3,False,judea<br><b>probability</b><br>spirtes<br><b>bayesian</b><br><b>bayesians</b><br>intervention<br><b>bayes</b><br>scheines,"[0, 16]","['bayesians', 'probability', 'bayes', 'bayesian', 'spirtes', 'intervention', 'scheines', 'judea']",0,2,0.7733420133590698,"['bayesians', 'probability', 'bayes', 'bayesian']","['spirtes', 'intervention', 'scheines', 'judea']",task_344,mix_0_16_closest,
73029321,annotator_1,False,<b>realism</b><br><b>scientific</b><br>generalization<br>statement<br>law<br><b>realist</b><br><b>theory</b><br>nature,"[24, 10]","['law', 'nature', 'generalization', 'statement', 'theory', 'realist', 'realism', 'scientific']",0,1,0.7516905069351196,"['law', 'nature', 'generalization', 'statement']","['theory', 'realist', 'realism', 'scientific']",task_170,mix_24_10_closest,
71294299,annotator_0,False,<b>realism</b><br><b>scientific</b><br>generalization<br>statement<br>law<br><b>realist</b><br><b>theory</b><br>nature,"[24, 10]","['law', 'nature', 'generalization', 'statement', 'theory', 'realist', 'realism', 'scientific']",0,2,0.7516905069351196,"['law', 'nature', 'generalization', 'statement']","['theory', 'realist', 'realism', 'scientific']",task_170,mix_24_10_closest,
71271833,annotator_3,False,<b>realism</b><br><b>scientific</b><br>generalization<br>statement<br>law<br><b>realist</b><br><b>theory</b><br>nature,"[24, 10]","['law', 'nature', 'generalization', 'statement', 'theory', 'realist', 'realism', 'scientific']",0,1,0.7516905069351196,"['law', 'nature', 'generalization', 'statement']","['theory', 'realist', 'realism', 'scientific']",task_170,mix_24_10_closest,
73029690,annotator_1,False,<b>scientific</b><br>phenotypic<br>reproductive<br>gene<br><b>political</b><br><b>longino</b><br><b>scientist</b><br>phenotype,"[7, 3]","['gene', 'phenotypic', 'phenotype', 'reproductive', 'scientist', 'longino', 'scientific', 'political']",0,2,0.6125164031982422,"['gene', 'phenotypic', 'phenotype', 'reproductive']","['scientist', 'longino', 'scientific', 'political']",task_323,mix_7_3_closest,
71295187,annotator_0,False,<b>scientific</b><br>phenotypic<br>reproductive<br>gene<br><b>political</b><br><b>longino</b><br><b>scientist</b><br>phenotype,"[7, 3]","['gene', 'phenotypic', 'phenotype', 'reproductive', 'scientist', 'longino', 'scientific', 'political']",0,2,0.6125164031982422,"['gene', 'phenotypic', 'phenotype', 'reproductive']","['scientist', 'longino', 'scientific', 'political']",task_323,mix_7_3_closest,
71271922,annotator_3,False,<b>scientific</b><br>phenotypic<br>reproductive<br>gene<br><b>political</b><br><b>longino</b><br><b>scientist</b><br>phenotype,"[7, 3]","['gene', 'phenotypic', 'phenotype', 'reproductive', 'scientist', 'longino', 'scientific', 'political']",0,2,0.6125164031982422,"['gene', 'phenotypic', 'phenotype', 'reproductive']","['scientist', 'longino', 'scientific', 'political']",task_323,mix_7_3_closest,
73029172,annotator_1,False,<b>velocity</b><br>signal<br>time<br>simultaneity<br><b>einstein</b><br><b>clock</b><br>relativity<br><b>lorentz</b>,[23],"['clock', 'velocity', 'lorentz', 'einstein', 'time', 'relativity', 'simultaneity', 'signal']",-1,1,1.0,"['clock', 'velocity', 'lorentz', 'einstein']","['time', 'relativity', 'simultaneity', 'signal']",task_417,single,
71295606,annotator_0,False,<b>velocity</b><br>signal<br>time<br>simultaneity<br><b>einstein</b><br><b>clock</b><br>relativity<br><b>lorentz</b>,[23],"['clock', 'velocity', 'lorentz', 'einstein', 'time', 'relativity', 'simultaneity', 'signal']",-1,1,1.0,"['clock', 'velocity', 'lorentz', 'einstein']","['time', 'relativity', 'simultaneity', 'signal']",task_417,single,
71271868,annotator_3,False,<b>velocity</b><br>signal<br>time<br>simultaneity<br><b>einstein</b><br><b>clock</b><br>relativity<br><b>lorentz</b>,[23],"['clock', 'velocity', 'lorentz', 'einstein', 'time', 'relativity', 'simultaneity', 'signal']",-1,1,1.0,"['clock', 'velocity', 'lorentz', 'einstein']","['time', 'relativity', 'simultaneity', 'signal']",task_417,single,
73028687,annotator_1,False,involuntarism<br><b>bivs</b><br>blameworthy<br><b>justified</b><br><b>justification</b><br>steup<br>ravizza<br><b>reliabilist</b>,"[5, 41]","['justified', 'reliabilist', 'justification', 'bivs', 'involuntarism', 'steup', 'ravizza', 'blameworthy']",0,2,0.7916721701622009,"['justified', 'reliabilist', 'justification', 'bivs']","['involuntarism', 'steup', 'ravizza', 'blameworthy']",task_377,mix_5_41_closest,
