annotation_id,annotator,id,intruder,is_control_task,model,sentiment,text,word1,word2,word3,word4,word5
71128538,annotator_4,216476783,exemplary,,CFMF-emb_10,exemplary,cba2c10d-cef9-4b2a-ae14-d6ffcad20adc,belief,knowledge,exemplary,justification,epistemic
71383519,annotator_1,216476784,path,,Top2Vec_10,path,792e13d1-1885-4ac1-b4d5-67d7854e9e5b,path,descartes,seventeenth,philosophiae,newton
71334870,annotator_3,216476784,path,,Top2Vec_10,path,792e13d1-1885-4ac1-b4d5-67d7854e9e5b,path,descartes,seventeenth,philosophiae,newton
71269990,annotator_0,216476784,path,,Top2Vec_10,path,792e13d1-1885-4ac1-b4d5-67d7854e9e5b,path,descartes,seventeenth,philosophiae,newton
71227756,annotator_2,216476784,path,,Top2Vec_10,path,792e13d1-1885-4ac1-b4d5-67d7854e9e5b,path,descartes,seventeenth,philosophiae,newton
71129165,annotator_4,216476784,path,,Top2Vec_10,philosophiae,792e13d1-1885-4ac1-b4d5-67d7854e9e5b,path,descartes,seventeenth,philosophiae,newton
71383951,annotator_1,216476785,ols,,Top2Vec_25,ols,c84d5574-fb0e-4217-bc16-75cd2d385f6f,neural,processing,ols,neuroscience,cortex
71334409,annotator_3,216476785,ols,,Top2Vec_25,ols,c84d5574-fb0e-4217-bc16-75cd2d385f6f,neural,processing,ols,neuroscience,cortex
71269490,annotator_0,216476785,ols,,Top2Vec_25,ols,c84d5574-fb0e-4217-bc16-75cd2d385f6f,neural,processing,ols,neuroscience,cortex
71225739,annotator_2,216476785,ols,,Top2Vec_25,ols,c84d5574-fb0e-4217-bc16-75cd2d385f6f,neural,processing,ols,neuroscience,cortex
71129217,annotator_4,216476785,ols,,Top2Vec_25,ols,c84d5574-fb0e-4217-bc16-75cd2d385f6f,neural,processing,ols,neuroscience,cortex
71383210,annotator_1,216476786,reconfiguration,,Top2Vec_10,reconfiguration,ad3f5d80-5898-4a15-b0f8-de1bdada87a6,bayes,reconfiguration,bayesians,probability,bayesian
71302347,annotator_3,216476786,reconfiguration,,Top2Vec_10,reconfiguration,ad3f5d80-5898-4a15-b0f8-de1bdada87a6,bayes,reconfiguration,bayesians,probability,bayesian
71270106,annotator_0,216476786,reconfiguration,,Top2Vec_10,reconfiguration,ad3f5d80-5898-4a15-b0f8-de1bdada87a6,bayes,reconfiguration,bayesians,probability,bayesian
71226950,annotator_2,216476786,reconfiguration,,Top2Vec_10,reconfiguration,ad3f5d80-5898-4a15-b0f8-de1bdada87a6,bayes,reconfiguration,bayesians,probability,bayesian
71129224,annotator_4,216476786,reconfiguration,,Top2Vec_10,reconfiguration,ad3f5d80-5898-4a15-b0f8-de1bdada87a6,bayes,reconfiguration,bayesians,probability,bayesian
71383968,annotator_1,216476787,joe,,NMF_50,joe,d09ded87-4bc0-49d4-8cb6-a529a0f4d1b5,joe,value,variable,function,measurement
71335365,annotator_3,216476787,joe,,NMF_50,joe,d09ded87-4bc0-49d4-8cb6-a529a0f4d1b5,joe,value,variable,function,measurement
71269276,annotator_0,216476787,joe,,NMF_50,joe,d09ded87-4bc0-49d4-8cb6-a529a0f4d1b5,joe,value,variable,function,measurement
71215299,annotator_2,216476787,joe,,NMF_50,joe,d09ded87-4bc0-49d4-8cb6-a529a0f4d1b5,joe,value,variable,function,measurement
71129246,annotator_4,216476787,joe,,NMF_50,joe,d09ded87-4bc0-49d4-8cb6-a529a0f4d1b5,joe,value,variable,function,measurement
71383696,annotator_1,216476788,mefi,,BERTopic_54,artefact,6b7df253-78fe-4643-9627-cfb4d6411219,function,mefi,goal,artefact,teleological
71300011,annotator_3,216476788,mefi,,BERTopic_54,mefi,6b7df253-78fe-4643-9627-cfb4d6411219,function,mefi,goal,artefact,teleological
71269927,annotator_0,216476788,mefi,,BERTopic_54,artefact,6b7df253-78fe-4643-9627-cfb4d6411219,function,mefi,goal,artefact,teleological
71226407,annotator_2,216476788,mefi,,BERTopic_54,mefi,6b7df253-78fe-4643-9627-cfb4d6411219,function,mefi,goal,artefact,teleological
71129231,annotator_4,216476788,mefi,,BERTopic_54,mefi,6b7df253-78fe-4643-9627-cfb4d6411219,function,mefi,goal,artefact,teleological
71383462,annotator_1,216476789,hammer,True,CONTROL,hammer,c436973o-5p67-8901-lm23-no45pq678901,shirt,jacket,pants,shoes,hammer
71332425,annotator_3,216476789,hammer,True,CONTROL,hammer,c436973o-5p67-8901-lm23-no45pq678901,shirt,jacket,pants,shoes,hammer
71269739,annotator_0,216476789,hammer,True,CONTROL,hammer,c436973o-5p67-8901-lm23-no45pq678901,shirt,jacket,pants,shoes,hammer
71215310,annotator_2,216476789,hammer,True,CONTROL,hammer,c436973o-5p67-8901-lm23-no45pq678901,shirt,jacket,pants,shoes,hammer
71129159,annotator_4,216476789,hammer,True,CONTROL,hammer,c436973o-5p67-8901-lm23-no45pq678901,shirt,jacket,pants,shoes,hammer
71383618,annotator_1,216476790,neurally,,NMF_25,neurally,8038787c-b6f3-4c04-b86d-bd3260dd43a3,neurally,social,philosophy,scientific,science
71338626,annotator_3,216476790,neurally,,NMF_25,neurally,8038787c-b6f3-4c04-b86d-bd3260dd43a3,neurally,social,philosophy,scientific,science
71269418,annotator_0,216476790,neurally,,NMF_25,neurally,8038787c-b6f3-4c04-b86d-bd3260dd43a3,neurally,social,philosophy,scientific,science
71226937,annotator_2,216476790,neurally,,NMF_25,social,8038787c-b6f3-4c04-b86d-bd3260dd43a3,neurally,social,philosophy,scientific,science
71128583,annotator_4,216476790,neurally,,NMF_25,neurally,8038787c-b6f3-4c04-b86d-bd3260dd43a3,neurally,social,philosophy,scientific,science
71383333,annotator_1,216476791,adorno,,Top2Vec_48,mpp,bd287320-f04e-4e65-b9c7-e36eb9ce7835,adorno,mpp,sneedian,sneed,balzer
71300831,annotator_3,216476791,adorno,,Top2Vec_48,adorno,bd287320-f04e-4e65-b9c7-e36eb9ce7835,adorno,mpp,sneedian,sneed,balzer
71269889,annotator_0,216476791,adorno,,Top2Vec_48,mpp,bd287320-f04e-4e65-b9c7-e36eb9ce7835,adorno,mpp,sneedian,sneed,balzer
71226295,annotator_2,216476791,adorno,,Top2Vec_48,mpp,bd287320-f04e-4e65-b9c7-e36eb9ce7835,adorno,mpp,sneedian,sneed,balzer
71128779,annotator_4,216476791,adorno,,Top2Vec_48,adorno,bd287320-f04e-4e65-b9c7-e36eb9ce7835,adorno,mpp,sneedian,sneed,balzer
71383239,annotator_1,216476792,theseus,,Top2Vec_10,theseus,1a68ef52-3a3a-4441-96a3-fdff8a401716,phenotypic,gene,reproductive,theseus,phenotype
71300108,annotator_3,216476792,theseus,,Top2Vec_10,theseus,1a68ef52-3a3a-4441-96a3-fdff8a401716,phenotypic,gene,reproductive,theseus,phenotype
71269929,annotator_0,216476792,theseus,,Top2Vec_10,theseus,1a68ef52-3a3a-4441-96a3-fdff8a401716,phenotypic,gene,reproductive,theseus,phenotype
71226897,annotator_2,216476792,theseus,,Top2Vec_10,theseus,1a68ef52-3a3a-4441-96a3-fdff8a401716,phenotypic,gene,reproductive,theseus,phenotype
71128723,annotator_4,216476792,theseus,,Top2Vec_10,theseus,1a68ef52-3a3a-4441-96a3-fdff8a401716,phenotypic,gene,reproductive,theseus,phenotype
71383430,annotator_1,216476793,prs,,BERTopic_54,prs,5f182f68-2df7-4d42-9d86-11cebe21760c,selection,evolutionary,prs,fitness,population
71331339,annotator_3,216476793,prs,,BERTopic_54,prs,5f182f68-2df7-4d42-9d86-11cebe21760c,selection,evolutionary,prs,fitness,population
71269762,annotator_0,216476793,prs,,BERTopic_54,prs,5f182f68-2df7-4d42-9d86-11cebe21760c,selection,evolutionary,prs,fitness,population
71226904,annotator_2,216476793,prs,,BERTopic_54,fitness,5f182f68-2df7-4d42-9d86-11cebe21760c,selection,evolutionary,prs,fitness,population
71128504,annotator_4,216476793,prs,,BERTopic_54,prs,5f182f68-2df7-4d42-9d86-11cebe21760c,selection,evolutionary,prs,fitness,population
71383197,annotator_1,216476794,tionist,,LDA_54,tionist,f2da7624-9400-4489-9f1f-5de05bc0c954,man,tionist,world,human,life
71332453,annotator_3,216476794,tionist,,LDA_54,tionist,f2da7624-9400-4489-9f1f-5de05bc0c954,man,tionist,world,human,life
71269906,annotator_0,216476794,tionist,,LDA_54,tionist,f2da7624-9400-4489-9f1f-5de05bc0c954,man,tionist,world,human,life
71226553,annotator_2,216476794,tionist,,LDA_54,tionist,f2da7624-9400-4489-9f1f-5de05bc0c954,man,tionist,world,human,life
71129091,annotator_4,216476794,tionist,,LDA_54,tionist,f2da7624-9400-4489-9f1f-5de05bc0c954,man,tionist,world,human,life
71383662,annotator_1,216476795,punish,,CFMF-emb_51,punish,0a6b3596-eb75-4a72-934c-b088b7a46659,computation,turing,computer,machine,punish
71335335,annotator_3,216476795,punish,,CFMF-emb_51,punish,0a6b3596-eb75-4a72-934c-b088b7a46659,computation,turing,computer,machine,punish
71269628,annotator_0,216476795,punish,,CFMF-emb_51,punish,0a6b3596-eb75-4a72-934c-b088b7a46659,computation,turing,computer,machine,punish
71227823,annotator_2,216476795,punish,,CFMF-emb_51,punish,0a6b3596-eb75-4a72-934c-b088b7a46659,computation,turing,computer,machine,punish
71128525,annotator_4,216476795,punish,,CFMF-emb_51,punish,0a6b3596-eb75-4a72-934c-b088b7a46659,computation,turing,computer,machine,punish
71383723,annotator_1,216476796,wire,,NMF_50,wire,e57ad9a9-93ba-449b-84bc-fa83bde94401,wire,popper,verisimilitude,statement,miller
71334708,annotator_3,216476796,wire,,NMF_50,wire,e57ad9a9-93ba-449b-84bc-fa83bde94401,wire,popper,verisimilitude,statement,miller
71269981,annotator_0,216476796,wire,,NMF_50,wire,e57ad9a9-93ba-449b-84bc-fa83bde94401,wire,popper,verisimilitude,statement,miller
71215307,annotator_2,216476796,wire,,NMF_50,wire,e57ad9a9-93ba-449b-84bc-fa83bde94401,wire,popper,verisimilitude,statement,miller
71128756,annotator_4,216476796,wire,,NMF_50,miller,e57ad9a9-93ba-449b-84bc-fa83bde94401,wire,popper,verisimilitude,statement,miller
71383941,annotator_1,216476797,inhibitory,,BERTopic_25,inhibitory,7f4d0f20-7a2a-4bd3-ab4b-c53ad3e4884b,understanding,law,inhibitory,explanatory,explanation
71337907,annotator_3,216476797,inhibitory,,BERTopic_25,inhibitory,7f4d0f20-7a2a-4bd3-ab4b-c53ad3e4884b,understanding,law,inhibitory,explanatory,explanation
71269600,annotator_0,216476797,inhibitory,,BERTopic_25,inhibitory,7f4d0f20-7a2a-4bd3-ab4b-c53ad3e4884b,understanding,law,inhibitory,explanatory,explanation
71226744,annotator_2,216476797,inhibitory,,BERTopic_25,inhibitory,7f4d0f20-7a2a-4bd3-ab4b-c53ad3e4884b,understanding,law,inhibitory,explanatory,explanation
71128731,annotator_4,216476797,inhibitory,,BERTopic_25,inhibitory,7f4d0f20-7a2a-4bd3-ab4b-c53ad3e4884b,understanding,law,inhibitory,explanatory,explanation
71383251,annotator_1,216476798,greenberg,,BERTopic_54,greenberg,94472865-ba12-47fe-b6d0-65f4debf19ab,greenberg,truth,object,language,sentence
71337080,annotator_3,216476798,greenberg,,BERTopic_54,greenberg,94472865-ba12-47fe-b6d0-65f4debf19ab,greenberg,truth,object,language,sentence
71269653,annotator_0,216476798,greenberg,,BERTopic_54,greenberg,94472865-ba12-47fe-b6d0-65f4debf19ab,greenberg,truth,object,language,sentence
71221110,annotator_2,216476798,greenberg,,BERTopic_54,greenberg,94472865-ba12-47fe-b6d0-65f4debf19ab,greenberg,truth,object,language,sentence
71128461,annotator_4,216476798,greenberg,,BERTopic_54,greenberg,94472865-ba12-47fe-b6d0-65f4debf19ab,greenberg,truth,object,language,sentence
71383773,annotator_1,216476799,confirmed,,LDA_54,confirmed,987fc5f0-f062-4dc8-b587-6eaf0971e261,predicate,name,object,sentence,confirmed
71331907,annotator_3,216476799,confirmed,,LDA_54,confirmed,987fc5f0-f062-4dc8-b587-6eaf0971e261,predicate,name,object,sentence,confirmed
71269298,annotator_0,216476799,confirmed,,LDA_54,confirmed,987fc5f0-f062-4dc8-b587-6eaf0971e261,predicate,name,object,sentence,confirmed
71226769,annotator_2,216476799,confirmed,,LDA_54,confirmed,987fc5f0-f062-4dc8-b587-6eaf0971e261,predicate,name,object,sentence,confirmed
71128708,annotator_4,216476799,confirmed,,LDA_54,confirmed,987fc5f0-f062-4dc8-b587-6eaf0971e261,predicate,name,object,sentence,confirmed
71383273,annotator_1,216476800,writing,,CFMF-emb_51,child,81f5aca8-bdd9-40ed-9732-fbdf6a7c34a3,grammar,writing,child,chomsky,language
71300350,annotator_3,216476800,writing,,CFMF-emb_51,child,81f5aca8-bdd9-40ed-9732-fbdf6a7c34a3,grammar,writing,child,chomsky,language
71269743,annotator_0,216476800,writing,,CFMF-emb_51,child,81f5aca8-bdd9-40ed-9732-fbdf6a7c34a3,grammar,writing,child,chomsky,language
71227575,annotator_2,216476800,writing,,CFMF-emb_51,child,81f5aca8-bdd9-40ed-9732-fbdf6a7c34a3,grammar,writing,child,chomsky,language
71129207,annotator_4,216476800,writing,,CFMF-emb_51,child,81f5aca8-bdd9-40ed-9732-fbdf6a7c34a3,grammar,writing,child,chomsky,language
71383608,annotator_1,216476801,confuse,,NMF_10,confuse,0cb5fca3-9dfd-4c47-b6d7-8c66b7ffe763,cause,causal,law,confuse,explanation
71331030,annotator_3,216476801,confuse,,NMF_10,confuse,0cb5fca3-9dfd-4c47-b6d7-8c66b7ffe763,cause,causal,law,confuse,explanation
71269397,annotator_0,216476801,confuse,,NMF_10,confuse,0cb5fca3-9dfd-4c47-b6d7-8c66b7ffe763,cause,causal,law,confuse,explanation
71222160,annotator_2,216476801,confuse,,NMF_10,confuse,0cb5fca3-9dfd-4c47-b6d7-8c66b7ffe763,cause,causal,law,confuse,explanation
71129178,annotator_4,216476801,confuse,,NMF_10,confuse,0cb5fca3-9dfd-4c47-b6d7-8c66b7ffe763,cause,causal,law,confuse,explanation
71383141,annotator_1,216476802,viable,,CFMF_25,viable,efb66b68-e9e1-4e3a-b752-a64ea291f138,emotion,wittgenstein,russell,viable,pain
71337270,annotator_3,216476802,viable,,CFMF_25,viable,efb66b68-e9e1-4e3a-b752-a64ea291f138,emotion,wittgenstein,russell,viable,pain
71269992,annotator_0,216476802,viable,,CFMF_25,viable,efb66b68-e9e1-4e3a-b752-a64ea291f138,emotion,wittgenstein,russell,viable,pain
71221198,annotator_2,216476802,viable,,CFMF_25,viable,efb66b68-e9e1-4e3a-b752-a64ea291f138,emotion,wittgenstein,russell,viable,pain
71128321,annotator_4,216476802,viable,,CFMF_25,russell,efb66b68-e9e1-4e3a-b752-a64ea291f138,emotion,wittgenstein,russell,viable,pain
71383747,annotator_1,216476803,ride,,CFMF_50,ride,0f35b9f7-2f5a-45a3-bd8c-8a1bb18c11f2,sentence,indeterminacy,quine,translation,ride
71332280,annotator_3,216476803,ride,,CFMF_50,ride,0f35b9f7-2f5a-45a3-bd8c-8a1bb18c11f2,sentence,indeterminacy,quine,translation,ride
71269656,annotator_0,216476803,ride,,CFMF_50,ride,0f35b9f7-2f5a-45a3-bd8c-8a1bb18c11f2,sentence,indeterminacy,quine,translation,ride
71227172,annotator_2,216476803,ride,,CFMF_50,ride,0f35b9f7-2f5a-45a3-bd8c-8a1bb18c11f2,sentence,indeterminacy,quine,translation,ride
71128576,annotator_4,216476803,ride,,CFMF_50,ride,0f35b9f7-2f5a-45a3-bd8c-8a1bb18c11f2,sentence,indeterminacy,quine,translation,ride
71384013,annotator_1,216476804,polyhedron,,LDA_54,polyhedron,36bf9a5a-45a2-4ea7-a600-518b2beecf82,time,force,polyhedron,motion,einstein
71300173,annotator_3,216476804,polyhedron,,LDA_54,polyhedron,36bf9a5a-45a2-4ea7-a600-518b2beecf82,time,force,polyhedron,motion,einstein
71269940,annotator_0,216476804,polyhedron,,LDA_54,polyhedron,36bf9a5a-45a2-4ea7-a600-518b2beecf82,time,force,polyhedron,motion,einstein
71225645,annotator_2,216476804,polyhedron,,LDA_54,polyhedron,36bf9a5a-45a2-4ea7-a600-518b2beecf82,time,force,polyhedron,motion,einstein
71128407,annotator_4,216476804,polyhedron,,LDA_54,polyhedron,36bf9a5a-45a2-4ea7-a600-518b2beecf82,time,force,polyhedron,motion,einstein
71383174,annotator_1,216476805,fixed,,NMF_50,fixed,e4be9ac5-43a2-4a7a-bf04-1f085e4c06b8,newton,motion,fixed,body,force
71338237,annotator_3,216476805,fixed,,NMF_50,fixed,e4be9ac5-43a2-4a7a-bf04-1f085e4c06b8,newton,motion,fixed,body,force
71270116,annotator_0,216476805,fixed,,NMF_50,fixed,e4be9ac5-43a2-4a7a-bf04-1f085e4c06b8,newton,motion,fixed,body,force
71215788,annotator_2,216476805,fixed,,NMF_50,newton,e4be9ac5-43a2-4a7a-bf04-1f085e4c06b8,newton,motion,fixed,body,force
71128328,annotator_4,216476805,fixed,,NMF_50,newton,e4be9ac5-43a2-4a7a-bf04-1f085e4c06b8,newton,motion,fixed,body,force
71383742,annotator_1,216476806,predictive,,CFMF_50,predictive,deac6935-ed30-436b-a48a-ca3772f5a8f3,predictive,kant,transcendental,cassirer,experience
71337569,annotator_3,216476806,predictive,,CFMF_50,predictive,deac6935-ed30-436b-a48a-ca3772f5a8f3,predictive,kant,transcendental,cassirer,experience
71269358,annotator_0,216476806,predictive,,CFMF_50,predictive,deac6935-ed30-436b-a48a-ca3772f5a8f3,predictive,kant,transcendental,cassirer,experience
