,id,intruder,is_control_task,model,text,word1,word2,word3,word4,word5
16,216476699,camp,,LDA_25,da57f239-ad08-48a0-8e5b-9ff921525ec0,truth,true,proposition,camp,logic
17,216476700,lagrangian,,NMF_10,78d58504-8783-4b96-bf09-362694d31c5e,lagrangian,kant,concept,experience,object
18,216476701,snyder,,CFMF_50,3edb866d-771b-4581-9d14-c02373daa820,organism,snyder,gene,species,specie
19,216476702,hume,,CFMF_10,fd2f689d-5c48-4ef0-97bc-cbaecbad6ff5,particle,quantum,measurement,hume,mechanic
20,216476703,heidegger,,CFMF_50,f6c9ccf8-5880-4054-8824-cba5e088184b,heidegger,justification,belief,epistemic,doxastic
21,216476704,technologist,,Top2Vec_48,ae39c5bb-bcb2-4e8d-8a0d-a1a44e73a800,technologist,justified,justification,bivs,reliabilist
22,216476705,octopus,True,CONTROL,e658b95q-7r89-0123-no45-pq67rs890123,doctor,nurse,teacher,engineer,octopus
23,216476706,measurability,,LDA_54,f7dfd49c-d13b-49b9-93e2-19aa82965568,object,world,property,measurability,relation
24,216476707,skeptic,,NMF_50,4b462d87-4aaf-4ac3-9053-3a56f985c781,bet,beauty,bookie,dutch,skeptic
25,216476708,arousal,,BERTopic_10,40575bfa-ed27-40bd-be5f-8d945f830108,arousal,quantum,particle,theory,state
26,216476709,luper,,LDA_54,dc2929fc-125d-4eb2-bc18-82bc033e4d5d,function,set,luper,define,definition
27,216476710,subjec,,LDA_54,28f70a3b-e59d-4086-ab9c-91a34d878b68,particle,quantum,field,theory,subjec
28,216476711,spectral,,CFMF_50,74c625b3-37f6-4bfa-834d-f20b0439d7f4,mach,faraday,duhem,maxwell,spectral
29,216476712,reductivist,,Top2Vec_25,2de15fe3-f0d3-42c8-b5b8-3d5aa1f4721d,realist,pessimistic,antirealists,reductivist,nma
30,216476713,nonexistent,,CFMF_50,f3758cfd-a87e-48f9-990f-cef395dae8c8,bohr,nonexistent,quantum,wave,electron
31,216476714,lettuce,True,CONTROL,a214751m-3n45-6789-jk01-lm23no456789,python,java,c++,ruby,lettuce
32,216476715,coercive,,Top2Vec_25,1ec09592-b47c-4534-89bc-9615b15039f6,mortgage,prerequisite,existency,coercive,falseness
33,216476716,obstruct,,Top2Vec_48,ea094422-7be2-40d7-b169-5af6f883fee7,organism,gene,phenotypic,phenotype,obstruct
34,216476717,interpreter,,CFMF_25,4ce1f6e0-59a3-4f30-aa88-836471015179,interpreter,mechanic,particle,quantum,measurement
35,216476718,huene,,NMF_10,d43444cf-82c7-43f4-889f-d3c30a1e8842,model,set,huene,game,system
36,216476719,poncelet,,BERTopic_10,bcc1ad73-1fe5-4a11-b3f3-d58b0ab16a9b,causal,cause,poncelet,law,explanation
37,216476720,heath,,Top2Vec_48,4e3ffba6-e461-4ccc-aae2-582b9dd787ad,kuhn,lakatos,heath,kuhnian,laudan
38,216476721,auditor,,Top2Vec_48,7651886d-8e90-4635-b712-fd272845f233,sociologist,bloor,sociological,sociology,auditor
39,216476722,bilateral,,LDA_54,249cf27a-18e1-42b3-846e-c6f2d31d79dc,gas,temperature,law,bilateral,energy
40,216476723,convex,,CFMF-emb_24,22de2405-915b-422d-854a-abde444030c5,belief,convex,knowledge,epistemic,justification
41,216476724,wissenschaftslehre,,NMF_25,910de57c-1d50-455b-b6ce-a491287886bb,cause,causal,event,wissenschaftslehre,causation
42,216476725,fic,,Top2Vec_48,9cc7cec6-fa72-4678-8d53-23dc555a6311,kant,fic,sensibility,transcendental,kantian
43,216476726,analyst,,CFMF_50,331bce70-e915-4648-8d2f-897d86a4734d,leibniz,universe,instant,analyst,whitehead
44,216476727,microconstant,,NMF_25,09bf4981-f81b-411a-99c7-0663265d6b61,measurement,microconstant,quantum,particle,state
45,216476728,dupre,,LDA_10,0167ba4c-f546-4b8e-bc6c-6f58c6e9c072,model,set,logic,dupre,theory
46,216476729,ite,,CFMF_50,ed9f49b1-d0f2-4fa2-b751-4f2996542645,simulation,representation,model,ite,target
47,216476730,earthling,,CFMF-emb_24,2bc160c4-de42-44ef-9ee1-beacb8353cdf,sentence,speaker,language,utterance,earthling
48,216476731,tuted,,BERTopic_54,86ba46a0-018b-4957-9c02-0698eec6f641,probability,belief,credence,bet,tuted
49,216476732,axiomatics,,LDA_54,d14afa04-8eec-46e5-bc5a-9db82155af55,causal,effect,axiomatics,causation,cause
50,216476733,pendulum,,CFMF-emb_10,d5f770c1-05f8-4338-901f-bda0383db39a,social,science,research,pendulum,scientific
51,216476734,cri,,NMF_50,c8b82860-4a0a-4f82-8f6e-353a2d1481bb,property,mental,physical,supervenience,cri
52,216476735,bentham,,LDA_25,cf4a28a1-3abb-4710-a5b4-52f6aa295d31,knowledge,science,concept,experience,bentham
53,216476736,ramify,,CFMF_10,8e6d6f82-817c-4985-b30a-426e7fb2e5ed,confirmation,probability,bayesian,ramify,hypothesis
54,216476737,drop,,NMF_25,4646fb42-817e-4562-81c8-a0592684850d,property,object,physical,supervenience,drop
55,216476738,thomasson,,Top2Vec_48,bcf5bf11-bf36-4156-97aa-a875d19d30c0,finetti,probability,inductive,thomasson,exchangeable
56,216476739,spoon,True,CONTROL,6f80317i-9j01-2345-fg67-hi89jk012345,earth,mars,venus,jupiter,spoon
57,216476740,nodal,,Top2Vec_48,47288ba0-9e7d-40b7-81e4-26967e9c1763,nonreductive,emergentism,kim,jaegwon,nodal
58,216476741,rendition,,NMF_10,259754a2-27c0-48c7-a0dd-d1850cbbe9ac,science,theory,rendition,scientific,social
59,216476742,cloud,,CFMF-emb_24,d3555de3-6c70-4004-84e6-9f0235eede2e,philosophy,kant,schlick,cloud,experience
60,216476743,stative,,BERTopic_25,439c411d-7ba9-414e-b0d7-02f4675e0584,game,player,strategy,stative,equilibrium
61,216476744,exegetical,,Top2Vec_25,7b60a7da-a90e-4e21-8f32-154b73c2e046,macrostate,exegetical,microstate,microstates,macrostates
62,216476745,namics,,Top2Vec_48,0ff36d33-7f97-4e17-b59a-d637bfc94594,explanans,hempel,namics,explanandum,hok
63,216476746,west,,CFMF-emb_10,6b444e3b-60f1-422e-b914-420697765618,meaning,west,sentence,carnap,language
64,216476747,hammer,True,CONTROL,c436973o-5p67-8901-lm23-no45pq678901,shirt,jacket,pants,shoes,hammer
65,216476748,hume,,CFMF-emb_10,0364a1e9-e66b-48f0-aa94-44bb990305a8,hume,measurement,mechanic,particle,quantum
66,216476749,igs,,Top2Vec_48,bd75e949-3083-435a-b337-fbcbf17ceeb2,igs,nonraven,nonravens,raven,nonblack
67,216476750,ignite,,BERTopic_54,a39519dc-8ac1-461c-beb3-d4d169d34d53,logic,boolean,quantum,lattice,ignite
68,216476751,poet,,CFMF_50,8f374319-dbc8-4ea9-871c-7b44dcdb7594,turing,poet,machine,mechanistic,mechanism
69,216476752,initially,,CFMF-emb_51,022c49df-aa54-4f5d-b6fa-647a95c6807f,mathematical,mathematics,initially,indispensability,putnam
70,216476753,mersenne,,LDA_25,b60dad29-041c-41eb-acbf-99a0bfac5eb8,decision,mersenne,action,game,agent
71,216476754,grundlagen,,NMF_25,d89bd298-e1a7-4ada-af18-7b11612a9578,clock,lorentz,grundlagen,velocity,einstein
72,216476755,rarely,,CFMF-emb_24,9e23414e-13da-43e8-acf3-fe2babd9017f,hempel,explanatory,law,explanation,rarely
73,216476756,verdict,,CFMF-emb_24,8536a5c2-29dc-4cdc-88eb-eb276d074232,biological,cell,organism,verdict,mechanism
74,216476757,banana,True,CONTROL,1a3b9d2e-4f56-7890-ab12-cd34ef567890,dog,cat,horse,cow,banana
75,216476758,stich,,CFMF_10,765bdb67-ee83-424b-9f69-7efeada4ce7e,population,organism,selection,gene,stich
76,216476759,obstacle,,CFMF_25,97311cf1-1fb2-4ab7-9210-2e19e48f09d8,laudan,duhem,obstacle,whewell,rationality
77,216476760,dougherty,,BERTopic_54,302763df-eade-425d-96c6-f80131164ea2,social,science,scientific,theory,dougherty
78,216476761,cevolani,,BERTopic_54,12c475a8-0b14-40c2-b681-cacf55a0aaf4,measurement,quantum,particle,cevolani,state
79,216476762,occult,,LDA_25,e4177b8e-1085-4d75-b1a2-3eea5c7061d1,occult,test,use,datum,experiment
80,216476763,bauer,,NMF_50,37119107-457a-442a-8c0b-bf32f01dde63,bauer,belief,doxastic,justification,believe
81,216476764,inquisition,,CFMF-emb_24,e3518965-988d-43cb-9697-bb2d1bbccdda,science,laudan,kuhn,scientific,inquisition
82,216476765,improvement,,LDA_54,fb0a7687-cef8-4b62-8389-d9cd502d36fa,improvement,proof,logical,logic,formula
83,216476766,dialogo,,NMF_25,d5d3369e-7e5f-47db-b6fe-f51471295e29,selection,fitness,population,dialogo,trait
84,216476767,torsion,,Top2Vec_48,3d04daa9-0880-4bc3-bb24-db82621dad0a,fagin,benthem,ditmarsch,torsion,gerbrandy
85,216476768,ramify,,CFMF-emb_10,97238b62-ef9a-4b8e-9561-7b9d6a2d60c3,ramify,probability,confirmation,bayesian,hypothesis
86,216476769,dunn,,CFMF_50,0925bd9a-e888-4772-a0de-23c7280ccb8c,dunn,confirmation,hypothesis,raven,confirm
87,216476770,russian,,CFMF_50,5ee69c6c-fa6a-4f27-9a22-a8603da1c367,probability,hypothesis,russian,statistical,frequency
