,id,is_control_task,mixed_set,mixed_topics,mixed_words,quartile,similarity,task_id,topic1_words,topic2_words,model
49,216871413,,<b>dna</b><br><b>gene</b><br>selection<br><b>cell</b><br>trait<br>population<br><b>molecular</b><br>fitness,"[21, 8]","['gene', 'dna', 'molecular', 'cell', 'fitness', 'selection', 'population', 'trait']",0,0.746430516242981,mix_21_8_closest,"['gene', 'dna', 'molecular', 'cell']","['fitness', 'selection', 'population', 'trait']",NMF_50
50,216871414,,<b>set</b><br>function<br><b>theorem</b><br>definition<br><b>axiom</b><br><b>proof</b><br>logic<br>formula,[3],"['axiom', 'set', 'theorem', 'proof', 'logic', 'formula', 'definition', 'function']",-1,1.0,single,"['axiom', 'set', 'theorem', 'proof']","['logic', 'formula', 'definition', 'function']",NMF_25
51,216871415,,perceptual<br><b>object</b><br><b>color</b><br>image<br><b>experience</b><br><b>perception</b><br>red<br>visual,[17],"['experience', 'object', 'perception', 'color', 'perceptual', 'visual', 'red', 'image']",-1,1.0,single,"['experience', 'object', 'perception', 'color']","['perceptual', 'visual', 'red', 'image']",LDA_54
52,216871416,,neuroscience<br><b>neuron</b><br><b>neuroscientists</b><br>neural<br><b>cortical</b><br>processing<br><b>brain</b><br>cortex,[6],"['neural', 'processing', 'neuroscience', 'cortex', 'neuroscientists', 'brain', 'cortical', 'neuron']",-1,1.0,single,"['neural', 'processing', 'neuroscience', 'cortex']","['neuroscientists', 'brain', 'cortical', 'neuron']",Top2Vec_10
53,216871417,,<b>philosophy</b><br><b>kant</b><br>concept<br><b>object</b><br>knowledge<br>science<br><b>sense</b><br>experience,[20],"['concept', 'knowledge', 'experience', 'science', 'object', 'sense', 'kant', 'philosophy']",-1,1.0,single,"['concept', 'knowledge', 'experience', 'science']","['object', 'sense', 'kant', 'philosophy']",LDA_25
54,216871418,,game<br><b>structure</b><br><b>player</b><br>model<br><b>representation</b><br>system<br><b>simulation</b><br>set,[6],"['model', 'system', 'game', 'set', 'player', 'simulation', 'representation', 'structure']",-1,1.0,single,"['model', 'system', 'game', 'set']","['player', 'simulation', 'representation', 'structure']",NMF_10
55,216871420,,<b>verisimilitude</b><br>falsification<br><b>miller</b><br>programme<br><b>popper</b><br><b>lakatos</b><br>hypothesis<br>truthlikeness,[3],"['popper', 'verisimilitude', 'miller', 'lakatos', 'hypothesis', 'truthlikeness', 'programme', 'falsification']",-1,1.0,single,"['popper', 'verisimilitude', 'miller', 'lakatos']","['hypothesis', 'truthlikeness', 'programme', 'falsification']",CFMF_25
56,216871421,,term<br><b>theory</b><br>logical<br><b>structure</b><br><b>theoretical</b><br>statement<br><b>empirical</b><br>carnap,"[44, 3]","['statement', 'carnap', 'logical', 'term', 'theory', 'theoretical', 'empirical', 'structure']",0,0.7410337924957275,mix_44_3_closest,"['statement', 'carnap', 'logical', 'term']","['theory', 'theoretical', 'empirical', 'structure']",LDA_54
57,216871422,,<b>clock</b><br><b>einstein</b><br>law<br>equilibrium<br>entropy<br><b>spacetime</b><br><b>relativity</b><br>energy,"[0, 1]","['spacetime', 'einstein', 'relativity', 'clock', 'entropy', 'equilibrium', 'law', 'energy']",0,0.7584131956100464,mix_0_1_closest,"['spacetime', 'einstein', 'relativity', 'clock']","['entropy', 'equilibrium', 'law', 'energy']",CFMF-emb_24
58,216871423,,<b>state</b><br><b>object</b><br>law<br>explanation<br>causal<br><b>mental</b><br>cause<br><b>property</b>,"[4, 2]","['causal', 'cause', 'law', 'explanation', 'property', 'state', 'mental', 'object']",0,0.7615901231765747,mix_4_2_closest,"['causal', 'cause', 'law', 'explanation']","['property', 'state', 'mental', 'object']",BERTopic_10
59,216871424,,chance<br>credal<br><b>action</b><br><b>utility</b><br>credence<br><b>agent</b><br><b>decision</b><br>update,"[16, 24]","['agent', 'action', 'utility', 'decision', 'credence', 'chance', 'update', 'credal']",0,0.7615151405334473,mix_16_24_closest,"['agent', 'action', 'utility', 'decision']","['credence', 'chance', 'update', 'credal']",NMF_50
60,216871425,,fitness<br>population<br><b>drift</b><br><b>group</b><br><b>evolutionary</b><br><b>individual</b><br>selection<br>trait,[8],"['fitness', 'selection', 'population', 'trait', 'group', 'drift', 'evolutionary', 'individual']",-1,1.0,single,"['fitness', 'selection', 'population', 'trait']","['group', 'drift', 'evolutionary', 'individual']",NMF_25
61,216871426,,market<br><b>utility</b><br><b>decision</b><br><b>bet</b><br>economic<br>economist<br>economics<br><b>preference</b>,"[23, 16]","['economic', 'economics', 'economist', 'market', 'utility', 'preference', 'decision', 'bet']",0,0.7392826676368713,mix_23_16_closest,"['economic', 'economics', 'economist', 'market']","['utility', 'preference', 'decision', 'bet']",CFMF_50
62,216871427,,<b>linguistic</b><br>grammar<br><b>mental</b><br>child<br><b>representation</b><br>chomsky<br><b>cognitive</b><br>language,[37],"['chomsky', 'grammar', 'child', 'language', 'linguistic', 'cognitive', 'mental', 'representation']",-1,1.0,single,"['chomsky', 'grammar', 'child', 'language']","['linguistic', 'cognitive', 'mental', 'representation']",CFMF-emb_51
63,216871428,,<b>number</b><br>define<br><b>mathematical</b><br>definition<br>set<br>model<br><b>mathematics</b><br><b>proof</b>,"[9, 23]","['set', 'model', 'definition', 'define', 'mathematical', 'number', 'mathematics', 'proof']",0,0.8014382123947144,mix_9_23_closest,"['set', 'model', 'definition', 'define']","['mathematical', 'number', 'mathematics', 'proof']",LDA_25
64,216871429,,bayesian<br><b>probability</b><br>hypothesis<br><b>frequency</b><br><b>propensity</b><br>test<br><b>chance</b><br>confirmation,"[42, 45]","['probability', 'frequency', 'propensity', 'chance', 'confirmation', 'test', 'hypothesis', 'bayesian']",0,0.8067229986190796,mix_42_45_closest,"['probability', 'frequency', 'propensity', 'chance']","['confirmation', 'test', 'hypothesis', 'bayesian']",CFMF-emb_51
65,216871430,,<b>gene</b><br>selection<br>population<br>trait<br>fitness<br><b>organism</b><br><b>evolutionary</b><br><b>drift</b>,[47],"['fitness', 'selection', 'population', 'trait', 'evolutionary', 'gene', 'drift', 'organism']",-1,1.0,single,"['fitness', 'selection', 'population', 'trait']","['evolutionary', 'gene', 'drift', 'organism']",CFMF_50
66,216871431,,<b>eigenstate</b><br>eigenvalue<br><b>eigenstates</b><br><b>quantum</b><br>observables<br>kochen<br>eigenvector<br><b>superposition</b>,[7],"['quantum', 'eigenstate', 'eigenstates', 'superposition', 'eigenvalue', 'observables', 'eigenvector', 'kochen']",-1,1.0,single,"['quantum', 'eigenstate', 'eigenstates', 'superposition']","['eigenvalue', 'observables', 'eigenvector', 'kochen']",Top2Vec_48
67,216871432,,<b>spacetime</b><br>relativity<br>einstein<br><b>time</b><br><b>space</b><br>motion<br><b>field</b><br>theory,[13],"['space', 'spacetime', 'field', 'time', 'relativity', 'einstein', 'theory', 'motion']",-1,1.0,single,"['space', 'spacetime', 'field', 'time']","['relativity', 'einstein', 'theory', 'motion']",BERTopic_54
68,216871433,,<b>probability</b><br><b>chance</b><br><b>frequency</b><br>finetti<br>distribution<br>sequence<br>statistical<br><b>propensity</b>,[42],"['probability', 'frequency', 'propensity', 'chance', 'distribution', 'statistical', 'sequence', 'finetti']",-1,1.0,single,"['probability', 'frequency', 'propensity', 'chance']","['distribution', 'statistical', 'sequence', 'finetti']",CFMF-emb_51
69,216871434,,truth<br><b>use</b><br><b>object</b><br>sentence<br><b>term</b><br>language<br><b>world</b><br>true,[6],"['sentence', 'language', 'truth', 'true', 'object', 'world', 'term', 'use']",-1,1.0,single,"['sentence', 'language', 'truth', 'true']","['object', 'world', 'term', 'use']",LDA_10
70,216871435,,<b>peirce</b><br><b>abduction</b><br>herschel<br>phenomenology<br><b>whewell</b><br><b>husserl</b><br>induction<br>phenomenological,[34],"['peirce', 'husserl', 'whewell', 'abduction', 'phenomenology', 'induction', 'phenomenological', 'herschel']",-1,1.0,single,"['peirce', 'husserl', 'whewell', 'abduction']","['phenomenology', 'induction', 'phenomenological', 'herschel']",CFMF_50
71,216871436,,<b>science</b><br><b>theory</b><br>scientist<br>philosophy<br><b>scientific</b><br>kuhn<br><b>social</b><br>research,[4],"['science', 'theory', 'scientific', 'social', 'scientist', 'philosophy', 'kuhn', 'research']",-1,1.0,single,"['science', 'theory', 'scientific', 'social']","['scientist', 'philosophy', 'kuhn', 'research']",NMF_10
72,216871437,,<b>logic</b><br>language<br><b>formula</b><br>axiom<br><b>sentence</b><br><b>predicate</b><br>modal<br>proposition,[3],"['sentence', 'logic', 'formula', 'predicate', 'modal', 'proposition', 'axiom', 'language']",-1,1.0,single,"['sentence', 'logic', 'formula', 'predicate']","['modal', 'proposition', 'axiom', 'language']",CFMF-emb_24
73,216871438,,symmetry<br><b>time</b><br>field<br><b>motion</b><br><b>einstein</b><br>point<br>space<br><b>force</b>,"[21, 35]","['space', 'field', 'point', 'symmetry', 'force', 'motion', 'einstein', 'time']",0,0.7024147510528564,mix_21_35_closest,"['space', 'field', 'point', 'symmetry']","['force', 'motion', 'einstein', 'time']",LDA_54
74,216871439,,<b>mise</b><br>probability<br><b>fetzer</b><br>exchangeable<br>inductive<br><b>propensity</b><br>finetti<br><b>propen</b>,"[13, 40]","['inductive', 'finetti', 'probability', 'exchangeable', 'fetzer', 'propensity', 'propen', 'mise']",0,0.8483396768569946,mix_13_40_closest,"['inductive', 'finetti', 'probability', 'exchangeable']","['fetzer', 'propensity', 'propen', 'mise']",Top2Vec_48
75,216871440,,quantification<br><b>bisimilar</b><br>quantifier<br><b>gerbrandy</b><br><b>ditmarsch</b><br><b>baltag</b><br>provable<br>semantics,"[20, 1]","['ditmarsch', 'bisimilar', 'baltag', 'gerbrandy', 'quantifier', 'quantification', 'provable', 'semantics']",0,0.7731032371520996,mix_20_1_closest,"['ditmarsch', 'bisimilar', 'baltag', 'gerbrandy']","['quantifier', 'quantification', 'provable', 'semantics']",Top2Vec_25
